让,523,0.0466%
才,522,0.0465%
集团,520,0.0464%
努力,517,0.0461%
提供,515,0.0459%
坚持,512,0.0457%
资金,510,0.0455%
作用,510,0.0455%
希望,508,0.0453%
许多,508,0.0453%
价格,507,0.0452%
项目,506,0.0451%
指出,504,0.0449%
比,499,0.0445%
却,498,0.0444%
日本,498,0.0444%
较,497,0.0443%
结构,495,0.0441%
这种,489,0.0436%
开发,487,0.0434%
送,487,0.0434%
由于,486,0.0433%
国务院,485,0.0432%
艺术,485,0.0432%
总理,482,0.0430%
体育,481,0.0429%
基本,480,0.0428%
———,479,0.0427%
３,479,0.0427%
这样,479,0.0427%
成,474,0.0423%
届,470,0.0419%
上海,466,0.0416%
事业,463,0.0413%
和平,461,0.0411%
已经,459,0.0409%
思想,458,0.0408%
支持,457,0.0408%
共同,456,0.0407%
那,456,0.0407%
全面,456,0.0407%
总统,456,0.0407%
当,454,0.0405%
地方,454,0.0405%
决定,452,0.0403%
以及,452,0.0403%
泽民,451,0.0402%
春节,449,0.0400%
时间,449,0.0400%
形成,448,0.0399%
以来,448,0.0399%
促进,445,0.0397%
其中,445,0.0397%
世纪,444,0.0396%
国有,443,0.0395%
增加,442,0.0394%
实施,441,0.0393%
规定,440,0.0392%
学习,436,0.0389%
调整,435,0.0388%
出现,433,0.0386%
代表,433,0.0386%
采取,430,0.0383%
实行,430,0.0383%
措施,429,0.0383%
统一,429,0.0383%
美,428,0.0382%
环境,426,0.0380%
质量,422,0.0376%
传统,421,0.0375%
发生,421,0.0375%
曾,421,0.0375%
起来,420,0.0375%
条件,420,0.0375%
万,420,0.0375%
不断,418,0.0373%
中心,415,0.0370%
如,413,0.0368%
批,410,0.0366%
为了,409,0.0365%
任务,407,0.0363%
二,405,0.0361%
四,405,0.0361%
委员会,405,0.0361%
具有,403,0.0359%
实际,400,0.0357%
共,398,0.0355%
重点,397,0.0354%
结合,396,0.0353%
岁,395,0.0352%
正,393,0.0350%
进,390,0.0348%
强调,390,0.0348%
广大,389,0.0347%
机构,389,0.0347%
十五大,388,0.0346%
５,387,0.0345%
城市,386,0.0344%
以上,386,0.0344%
占,386,0.0344%
伊拉克,384,0.0342%
计划,383,0.0342%
进入,382,0.0341%
米,381,0.0340%
其他,380,0.0339%
信息,379,0.0338%
市,378,0.0337%
现在,378,0.0337%
住房,377,0.0336%
第二,376,0.0335%
安全,374,0.0333%
得到,373,0.0333%
根据,369,0.0329%
文明,368,0.0328%
贫困,367,0.0327%
想,367,0.0327%
一定,366,0.0326%
作出,366,0.0326%
摄,364,0.0325%
首,364,0.0325%
新闻,364,0.0325%
扶贫,363,0.0324%
体制,363,0.0324%
保持,362,0.0323%
该,360,0.0321%
无,360,0.0321%
先进,359,0.0320%
余,359,0.0320%
而且,357,0.0318%
开放,357,0.0318%
过去,355,0.0317%
这里,355,0.0317%
机关,354,0.0316%
因,354,0.0316%
两岸,352,0.0314%
五,351,0.0313%
达到,350,0.0312%
分,350,0.0312%
不仅,349,0.0311%
利用,349,0.0311%
完成,349,0.0311%
……,348,0.0310%
目标,348,0.0310%
发现,347,0.0309%
形式,347,0.0309%
办,346,0.0309%
工业,346,0.0309%
则,345,0.0308%
可能,343,0.0306%
专家,342,0.0305%
国内,341,0.0304%
书记,341,0.0304%
战略,341,0.0304%
俄,340,0.0303%
应当,340,0.0303%
４,339,0.0302%
严重,339,0.0302%
各级,338,0.0301%
经过,336,0.0300%
不同,335,0.0299%
发挥,335,0.0299%
理论,335,0.0299%
作,335,0.0299%
祖国,334,0.0298%
成功,333,0.0297%
吴,333,0.0297%
重视,332,0.0296%
省,330,0.0294%
能力,329,0.0293%
１９９６年,327,0.0292%
孩子,327,0.0292%
重大,327,0.0292%
帮助,325,0.0290%
地震,323,0.0288%
讲,323,0.0288%
长,322,0.0287%
１０,321,0.0286%
部分,320,0.0285%
主任,320,0.0285%
系统,319,0.0284%
本,318,0.0284%
因为,318,0.0284%
出口,317,0.0283%
落实,317,0.0283%
年代,317,0.0283%
如果,317,0.0283%
收入,317,0.0283%
各种,316,0.0282%
台湾,316,0.0282%
危机,316,0.0282%
总,316,0.0282%
１９９８年,315,0.0281%
方式,314,0.0280%
吃,313,0.0279%
推动,313,0.0279%
推进,312,0.0278%
老,311,0.0277%
开,310,0.0276%
科学,310,0.0276%
全,310,0.0276%
什么,310,0.0276%
包括,309,0.0276%
便,309,0.0276%
部队,309,0.0276%
介绍,309,0.0276%
看到,308,0.0275%
既,307,0.0274%
认识,307,0.0274%
素质,307,0.0274%
—,306,0.0273%
十分,306,0.0273%
政协,306,0.0273%
仍,305,0.0272%
深入,302,0.0269%
发表,301,0.0268%
杨,299,0.0267%
月,298,0.0266%
关于,296,0.0264%
有的,295,0.0263%
附,294,0.0262%
会见,294,0.0262%
成果,293,0.0261%
下岗,293,0.0261%
演出,293,0.0261%
因此,291,0.0259%
２０,290,0.0259%
利益,290,0.0259%
成立,289,0.0258%
对于,289,0.0258%
就业,289,0.0258%
现代化,289,0.0258%
之间,289,0.0258%
作品,289,0.0258%
各地,288,0.0257%
青年,288,0.0257%
资源,288,0.0257%
点,286,0.0255%
实践,286,0.0255%
县,286,0.0255%
期间,285,0.0254%
内容,284,0.0253%
时期,284,0.0253%
受,284,0.0253%
灾区,284,0.0253%
仅,282,0.0251%
设施,282,0.0251%
受到,282,0.0251%
机制,281,0.0251%
联合,281,0.0251%
行动,281,0.0251%
行业,281,0.0251%
外,280,0.0250%
自,280,0.0250%
２,279,0.0249%
领域,279,0.0249%
写,279,0.0249%
联合国,278,0.0248%
如何,278,0.0248%
英国,278,0.0248%
保护,277,0.0247%
双方,277,0.0247%
按照,276,0.0246%
规模,276,0.0246%
优势,276,0.0246%
召开,276,0.0246%
驻,276,0.0246%
充分,275,0.0245%
原因,275,0.0245%
了解,274,0.0244%
像,274,0.0244%
新年,274,0.0244%
大学,273,0.0243%
监督,273,0.0243%
经验,273,0.0243%
行为,273,0.0243%
竞争,272,0.0243%
原则,272,0.0243%
赵,272,0.0243%
调查,271,0.0242%
反,271,0.0242%
欧洲,271,0.0242%
比赛,270,0.0241%
俄罗斯,270,0.0241%
家庭,270,0.0241%
良好,270,0.0241%
投入,270,0.0241%
形势,270,0.0241%
制定,270,0.0241%
分别,269,0.0240%
过程,269,0.0240%
件,269,0.0240%
部长,268,0.0239%
创造,268,0.0239%
贡献,268,0.0239%
贯彻,267,0.0238%
获得,267,0.0238%
直接,267,0.0238%
日前,266,0.0237%
资产,266,0.0237%
人才,265,0.0236%
力量,264,0.0235%
全部,264,0.0235%
系列,263,0.0235%
创作,262,0.0234%
间,262,0.0234%
认真,262,0.0234%
学生,262,0.0234%
变化,261,0.0233%
存在,261,0.0233%
交通,261,0.0233%
保证,260,0.0232%
阶段,260,0.0232%
造成,260,0.0232%
户,259,0.0231%
这次,259,0.0231%
产生,258,0.0230%
持续,258,0.0230%
访问,258,0.0230%
扩大,258,0.0230%
当地,257,0.0229%
体系,257,0.0229%
正在,257,0.0229%
健康,253,0.0226%
每,253,0.0226%
十,252,0.0225%
革命,251,0.0224%
医院,251,0.0224%
犯罪,250,0.0223%
场,249,0.0222%
低,249,0.0222%
大家,247,0.0220%
改善,247,0.0220%
１２月,246,0.0219%
没,246,0.0219%
强,246,0.0219%
宣布,246,0.0219%
有效,246,0.0219%
结果,245,0.0218%
少,245,0.0218%
长期,244,0.0218%
最近,244,0.0218%
京,243,0.0217%
意义,243,0.0217%
日,242,0.0216%
图,242,0.0216%
学校,242,0.0216%
货币,241,0.0215%
先后,241,0.0215%
军事,240,0.0214%
徐,240,0.0214%
邓小平理论,239,0.0213%
斗争,239,0.0213%
贸易,239,0.0213%
鹏,239,0.0213%
干,238,0.0212%
加快,238,0.0212%
明显,238,0.0212%
增强,238,0.0212%
按,237,0.0211%
贷款,237,0.0211%
事,237,0.0211%
市场经济,237,0.0211%
个人,236,0.0210%
首先,236,0.0210%
现代,236,0.0210%
宣传,236,0.0210%
亚洲,236,0.0210%
报告,234,0.0209%
电话,234,0.0209%
台,234,0.0209%
指导,234,0.0209%
参与,233,0.0208%
段,233,0.0208%
讲话,233,0.0208%
路,233,0.0208%
优秀,233,0.0208%
结束,232,0.0207%
朱,232,0.0207%
大量,231,0.0206%
电视,231,0.0206%
负责,231,0.0206%
责任,231,0.0206%
成绩,230,0.0205%
但是,230,0.0205%
更加,230,0.0205%
具体,230,0.0205%
相,230,0.0205%
应该,230,0.0205%
自治区,230,0.0205%
财政,229,0.0204%
打,229,0.0204%
人口,229,0.0204%
中共中央,229,0.0204%
高度,228,0.0203%
来自,228,0.0203%
处理,227,0.0202%
吨,227,0.0202%
根本,227,0.0202%
减少,227,0.0202%
进程,227,0.0202%
行政,227,0.0202%
加大,226,0.0202%
石油,226,0.0202%
现象,226,0.0202%
表现,225,0.0201%
分析,225,0.0201%
接受,225,0.0201%
居民,225,0.0201%
力度,225,0.0201%
商品,225,0.0201%
晚会,225,0.0201%
新春,225,0.0201%
一起,225,0.0201%
住,225,0.0201%
不少,224,0.0200%
邓,224,0.0200%
读者,224,0.0200%
方针,224,0.0200%
团结,224,0.0200%
抓,224,0.0200%
最后,224,0.0200%
执行,223,0.0199%
资本,223,0.0199%
各项,222,0.0198%
还有,222,0.0198%
任何,222,0.0198%
腐败,221,0.0197%
搞,220,0.0196%
集中,220,0.0196%
精神文明,220,0.0196%
买,220,0.0196%
水,220,0.0196%
标准,219,0.0195%
带,219,0.0195%
第三,219,0.0195%
时代,219,0.0195%
统计,219,0.0195%
法国,218,0.0194%
基层,218,0.0194%
观众,217,0.0194%
胡,217,0.0194%
难,217,0.0194%
特色,217,0.0194%
伟大,217,0.0194%
选举,217,0.0194%
带来,216,0.0193%
地位,216,0.0193%
联系,216,0.0193%
６,214,0.0191%
案件,214,0.0191%
大力,214,0.0191%
亩,214,0.0191%
首都,214,0.0191%
出版,213,0.0190%
法律,213,0.0190%
罗,213,0.0190%
甚至,213,0.0190%
准备,213,0.0190%
每年,212,0.0189%
培训,212,0.0189%
约,212,0.0189%
八,211,0.0188%
黄,211,0.0188%
来到,211,0.0188%
未,211,0.0188%
电力,210,0.0187%
引起,210,0.0187%
恩来,209,0.0186%
检查,209,0.0186%
令,209,0.0186%
使用,209,0.0186%
孙,209,0.0186%
业务,209,0.0186%
即,208,0.0185%
天津,208,0.0185%
知识,208,0.0185%
逐步,208,0.0185%
队伍,207,0.0185%
举办,207,0.0185%
马,207,0.0185%
话剧,206,0.0184%
或者,206,0.0184%
明确,206,0.0184%
然而,206,0.0184%
’,205,0.0183%
其琛,205,0.0183%
书,205,0.0183%
证券,205,0.0183%
经,204,0.0182%
拿,204,0.0182%
出来,203,0.0181%
林,203,0.0181%
党中央,202,0.0180%
能够,202,0.0180%
市委,202,0.0180%
之一,202,0.0180%
出席,200,0.0178%
设备,200,0.0178%
整个,200,0.0178%
控制,199,0.0177%
培养,199,0.0177%
平均,199,0.0177%
友好,199,0.0177%
真正,199,0.0177%
１００,198,0.0177%
当前,198,0.0177%
反映,198,0.0177%
欢迎,198,0.0177%
速度,198,0.0177%
所有,198,0.0177%
铁路,198,0.0177%
办法,197,0.0176%
大型,197,0.0176%
关键,197,0.0176%
京剧,197,0.0176%
及时,196,0.0175%
巨大,196,0.0175%
均,196,0.0175%
呢,196,0.0175%
效益,196,0.0175%
发,195,0.0174%
德国,194,0.0173%
公里,193,0.0172%
建,193,0.0172%
销售,193,0.0172%
北京市,192,0.0171%
交流,192,0.0171%
随着,192,0.0171%
比较,191,0.0170%
变,191,0.0170%
节日,191,0.0170%
老人,191,0.0170%
汽车,191,0.0170%
何,190,0.0169%
商业,190,0.0169%
表明,189,0.0169%
会谈,189,0.0169%
进步,189,0.0169%
公安,188,0.0168%
还是,188,0.0168%
旅游,188,0.0168%
有限公司,188,0.0168%
初,187,0.0167%
价值,187,0.0167%
体现,187,0.0167%
完全,187,0.0167%
需求,187,0.0167%
谈,186,0.0166%
突出,186,0.0166%
完善,186,0.0166%
协会,186,0.0166%
超过,185,0.0165%
处,185,0.0165%
近年来,185,0.0165%
委员,185,0.0165%
正式,185,0.0165%
菜篮子,184,0.0164%
方法,184,0.0164%
领导人,184,0.0164%
全市,184,0.0164%
谈判,184,0.0164%
外交,184,0.0164%
一直,184,0.0164%
因素,184,0.0164%
支,184,0.0164%
最高,184,0.0164%
恢复,183,0.0163%
连续,183,0.0163%
泰国,183,0.0163%
下午,183,0.0163%
各国,182,0.0162%
合理,182,0.0162%
之后,182,0.0162%
转变,182,0.0162%
部,181,0.0161%
内部,181,0.0161%
而是,180,0.0161%
关注,180,0.0161%
手,180,0.0161%
土地,180,0.0161%
意见,180,0.0161%
只有,180,0.0161%
从而,179,0.0160%
时候,179,0.0160%
适应,179,0.0160%
未来,179,0.0160%
现实,179,0.0160%
见,178,0.0159%
劳动,178,0.0159%
请,178,0.0159%
依法,178,0.0159%
状况,178,0.0159%
改变,177,0.0158%
关心,177,0.0158%
国民经济,177,0.0158%
一切,177,0.0158%
意识,177,0.0158%
虽然,176,0.0157%
小平,176,0.0157%
建成,175,0.0156%
一样,175,0.0156%
一月,175,0.0156%
７,174,0.0155%
安排,174,0.0155%
反对,174,0.0155%
基金,174,0.0155%
集体,174,0.0155%
交易,174,0.0155%
教师,174,0.0155%
节目,174,0.0155%
任,174,0.0155%
谁,174,0.0155%
严格,174,0.0155%
５０,173,0.0154%
军队,173,0.0154%
批准,173,0.0154%
选手,173,0.0154%
程度,172,0.0153%
维护,172,0.0153%
正确,172,0.0153%
党委,171,0.0152%
风险,171,0.0152%
感到,171,0.0152%
突破,171,0.0152%
村,170,0.0152%
典型,170,0.0152%
观念,170,0.0152%
广泛,170,0.0152%
人类,170,0.0152%
１９９５年,169,0.0151%
韩国,169,0.0151%
太,169,0.0151%
下降,169,0.0151%
自然,169,0.0151%
多种,168,0.0150%
靠,168,0.0150%
越来越,168,0.0150%
连,167,0.0149%
学,167,0.0149%
迅速,167,0.0149%
越,167,0.0149%
著名,167,0.0149%
座,167,0.0149%
话,166,0.0148%
回,166,0.0148%
建议,166,0.0148%
解放军,166,0.0148%
原,166,0.0148%
８,165,0.0147%
道,165,0.0147%
基地,165,0.0147%
金,165,0.0147%
进展,165,0.0147%
组成,165,0.0147%
官兵,164,0.0146%
规范,164,0.0146%
救灾,164,0.0146%
粮食,164,0.0146%
人士,164,0.0146%
事件,164,0.0146%
选择,164,0.0146%
以色列,164,0.0146%
运行,164,0.0146%
保障,163,0.0145%
非常,163,0.0145%
小组,163,0.0145%
范围,162,0.0144%
面积,162,0.0144%
全省,162,0.0144%
设计,162,0.0144%
早,162,0.0144%
半,161,0.0144%
另,161,0.0144%
形象,161,0.0144%
站,161,0.0144%
多少,160,0.0143%
确定,160,0.0143%
省委,160,0.0143%
损失,160,0.0143%
探索,160,0.0143%
慰问,160,0.0143%
协议,160,0.0143%
宏观,159,0.0142%
面临,159,0.0142%
切实,159,0.0142%
拥有,159,0.0142%
份,158,0.0141%
欧盟,158,0.0141%
朋友,158,0.0141%
尤其,158,0.0141%
——,157,0.0140%
改造,157,0.0140%
头,157,0.0140%
相互,157,0.0140%
广东,156,0.0139%
今后,156,0.0139%
快,156,0.0139%
千,156,0.0139%
先生,156,0.0139%
３０,155,0.0138%
成员,155,0.0138%
股市,155,0.0138%
面对,155,0.0138%
区域,155,0.0138%
重,155,0.0138%
做好,155,0.0138%
底,154,0.0137%
近日,154,0.0137%
专业,154,0.0137%
坚决,153,0.0136%
人物,153,0.0136%
深化,153,0.0136%
重新,153,0.0136%
丰富,152,0.0136%
给予,152,0.0136%
石,152,0.0136%
有人,152,0.0136%
电子,151,0.0135%
南,151,0.0135%
市民,151,0.0135%
外资,151,0.0135%
爱,150,0.0134%
部署,150,0.0134%
股票,150,0.0134%
汇率,150,0.0134%
趋势,150,0.0134%
天气,150,0.0134%
问,150,0.0134%
妇女,149,0.0133%
尽管,149,0.0133%
快速,149,0.0133%
南非,149,0.0133%
片,149,0.0133%
顺利,149,0.0133%
套,149,0.0133%
卫生,149,0.0133%
下乡,149,0.0133%
先,149,0.0133%
协调,149,0.0133%
左右,149,0.0133%
道路,148,0.0132%
区,148,0.0132%
深,148,0.0132%
手段,148,0.0132%
整体,148,0.0132%
知道,148,0.0132%
综合,148,0.0132%
克林顿,147,0.0131%
如今,147,0.0131%
上午,147,0.0131%
正是,147,0.0131%
方,146,0.0130%
号,146,0.0130%
民主,146,0.0130%
生命,146,0.0130%
外国,146,0.0130%
只要,146,0.0130%
繁荣,145,0.0129%
兼并,145,0.0129%
局面,145,0.0129%
目的,145,0.0129%
推广,145,0.0129%
外长,145,0.0129%
往,145,0.0129%
东南亚,144,0.0128%
韩,144,0.0128%
科研,144,0.0128%
特点,144,0.0128%
同胞,144,0.0128%
温暖,144,0.0128%
许,144,0.0128%
１日,143,0.0128%
那些,143,0.0128%
是否,143,0.0128%
相当,143,0.0128%
一般,143,0.0128%
１１月,142,0.0127%
厂,142,0.0127%
股份制,142,0.0127%
机会,142,0.0127%
矛盾,142,0.0127%
为主,142,0.0127%
一致,142,0.0127%
分配,141,0.0126%
核查,141,0.0126%
再次,141,0.0126%
常委会,140,0.0125%
军区,140,0.0125%
旅客,140,0.0125%
报,139,0.0124%
广州,139,0.0124%
上年,139,0.0124%
推出,139,0.0124%
乡,139,0.0124%
学者,139,0.0124%
六,138,0.0123%
毛,138,0.0123%
彭,138,0.0123%
人大,138,0.0123%
武器,138,0.0123%
消费,138,0.0123%
仪式,138,0.0123%
战士,138,0.0123%
注意,138,0.0123%
车,137,0.0122%
电视台,137,0.0122%
符合,137,0.0122%
告诉,137,0.0122%
各界,137,0.0122%
检察院,137,0.0122%
有些,137,0.0122%
灾民,137,0.0122%
１２日,136,0.0121%
８日,136,0.0121%
百,136,0.0121%
成本,136,0.0121%
成就,136,0.0121%
现场,136,0.0121%
１３日,135,0.0120%
白,135,0.0120%
鼓励,135,0.0120%
核心,135,0.0120%
文艺,135,0.0120%
走向,135,0.0120%
交,134,0.0119%
那么,134,0.0119%
经贸,133,0.0119%
来说,133,0.0119%
旗帜,133,0.0119%
全国政协,133,0.0119%
证明,133,0.0119%
２１,132,0.0118%
党员,132,0.0118%
负责人,132,0.0118%
获,132,0.0118%
进口,132,0.0118%
相信,132,0.0118%
消费者,132,0.0118%
医疗,132,0.0118%
有利于,132,0.0118%
主张,132,0.0118%
它们,131,0.0117%
以后,131,0.0117%
从事,130,0.0116%
方向,130,0.0116%
兼,130,0.0116%
块,130,0.0116%
普遍,130,0.0116%
人民币,130,0.0116%
如此,130,0.0116%
所以,130,0.0116%
西方,130,0.0116%
找,130,0.0116%
中东,130,0.0116%
功能,129,0.0115%
花,129,0.0115%
叫,129,0.0115%
九,129,0.0115%
军,129,0.0115%
宋,129,0.0115%
引进,129,0.0115%
争取,129,0.0115%
‘,128,0.0114%
１９９４年,128,0.0114%
巴,128,0.0114%
称,128,0.0114%
纷纷,128,0.0114%
公斤,128,0.0114%
开拓,128,0.0114%
马克思主义,128,0.0114%
满,128,0.0114%
人均,128,0.0114%
事故,128,0.0114%
西藏,128,0.0114%
信心,128,0.0114%
周年,128,0.0114%
岚清,128,0.0114%
代,127,0.0113%
改,127,0.0113%
虎,127,0.0113%
听,127,0.0113%
政治局,127,0.0113%
专门,127,0.0113%
华人,126,0.0112%
你们,126,0.0112%
全体,126,0.0112%
始终,126,0.0112%
围绕,126,0.0112%
物资,126,0.0112%
乡镇企业,126,0.0112%
演员,126,0.0112%
意大利,126,0.0112%
引导,126,0.0112%
主管,126,0.0112%
自身,126,0.0112%
步,125,0.0111%
旧,125,0.0111%
跨,125,0.0111%
全球,125,0.0111%
下跌,125,0.0111%
新疆,125,0.0111%
心,125,0.0111%
行,125,0.0111%
２００,124,0.0111%
此次,124,0.0111%
发行,124,0.0111%
刚,124,0.0111%
岗位,124,0.0111%
工人,124,0.0111%
蔬菜,124,0.0111%
做出,124,0.0111%
承担,123,0.0110%
感谢,123,0.0110%
郭,123,0.0110%
虎年,123,0.0110%
实力,123,0.0110%
小时,123,0.0110%
雪,123,0.0110%
怎么,123,0.0110%
字,123,0.0110%
不可,122,0.0109%
大使,122,0.0109%
电影,122,0.0109%
广播,122,0.0109%
还要,122,0.0109%
利率,122,0.0109%
山区,122,0.0109%
出版社,121,0.0108%
处于,121,0.0108%
当时,121,0.0108%
海关,121,0.0108%
经常,121,0.0108%
决策,121,0.0108%
难以,121,0.0108%
批评,121,0.0108%
外汇,121,0.0108%
元旦,121,0.0108%
２２日,120,0.0107%
９月,120,0.0107%
必要,120,0.0107%
打击,120,0.0107%
当局,120,0.0107%
第四,120,0.0107%
方案,120,0.0107%
设立,120,0.0107%
态度,120,0.0107%
文章,120,0.0107%
些,120,0.0107%
规划,119,0.0106%
很多,119,0.0106%
每天,119,0.0106%
密切,119,0.0106%
强烈,119,0.0106%
讨论,119,0.0106%
执法,119,0.0106%
１９日,118,0.0105%
７月,118,0.0105%
８０,118,0.0105%
标志,118,0.0105%
各个,118,0.0105%
就是,118,0.0105%
句,118,0.0105%
潘,118,0.0105%
食品,118,0.0105%
中华民族,118,0.0105%
最终,118,0.0105%
１４日,117,0.0104%
１５日,117,0.0104%
５日,117,0.0104%
创,117,0.0104%
调控,117,0.0104%
江苏,117,0.0104%
梁,117,0.0104%
深刻,117,0.0104%
１０００,116,0.0103%
１０月,116,0.0103%
倍,116,0.0103%
高级,116,0.0103%
轮,116,0.0103%
上升,116,0.0103%
尚,116,0.0103%
说明,116,0.0103%
照片,116,0.0103%
主持,116,0.0103%
充满,115,0.0103%
高兴,115,0.0103%
公布,115,0.0103%
冠军,115,0.0103%
考虑,115,0.0103%
列车,115,0.0103%
品种,115,0.0103%
市政府,115,0.0103%
通知,115,0.0103%
下来,115,0.0103%
运动,115,0.0103%
战争,115,0.0103%
２１日,114,0.0102%
出发,114,0.0102%
村民,114,0.0102%
极,114,0.0102%
篇,114,0.0102%
人次,114,0.0102%
晚,114,0.0102%
英,114,0.0102%
做到,114,0.0102%
坐,114,0.0102%
供应,113,0.0101%
官员,113,0.0101%
呼吁,113,0.0101%
级,113,0.0101%
尽快,113,0.0101%
山东,113,0.0101%
胜利,113,0.0101%
数,113,0.0101%
